"movie_title","director_name","title_year","imdb_score","rating_category","budget","gross","profit","roi","budget_category","is_profitable","duration","content_rating","primary_genre","language","country","num_voted_users","num_critic_for_reviews","num_user_for_reviews","movie_facebook_likes","budget_outlier","gross_outlier","profit_outlier","roi_outlier","imdb_score_outlier"
"Thor: The Dark World ","Alan Taylor",2013,7.1,"Good",1.7e+08,206360018,36360018,0.213882458823529,"High",1,112,"PG-13","Action","English","USA",414070,486,532,63000,TRUE,TRUE,FALSE,FALSE,FALSE
"Mad Max: Fury Road ","George Miller",2015,8.1,"Excellent",1.5e+08,153629485,3629485,0.0241965666666667,"High",1,120,"R","Action","English","Australia",552503,739,1588,191000,TRUE,TRUE,FALSE,FALSE,FALSE
"Angels & Demons ","Ron Howard",2009,6.7,"Good",1.5e+08,133375846,-16624154,-0.110827693333333,"High",0,146,"PG-13","Mystery","English","USA",207839,298,435,0,TRUE,FALSE,FALSE,FALSE,FALSE
"Thor ","Kenneth Branagh",2011,7,"Good",1.5e+08,181015141,31015141,0.206767606666667,"High",1,115,"PG-13","Action","English","USA",536314,516,738,63000,TRUE,TRUE,FALSE,FALSE,FALSE
"Bolt ","Byron Howard",2008,6.9,"Good",1.5e+08,114053579,-35946421,-0.239642806666667,"High",0,96,"PG","Adventure","English","USA",146766,225,178,0,TRUE,FALSE,FALSE,FALSE,FALSE
"G-Force ","Hoyt Yeatman",2009,5.1,"Poor",1.5e+08,119420252,-30579748,-0.203864986666667,"High",0,88,"PG","Action","English","USA",33042,145,90,0,TRUE,FALSE,FALSE,FALSE,FALSE
"Wrath of the Titans ","Jonathan Liebesman",2012,5.8,"Average",1.5e+08,83640426,-66359574,-0.44239716,"High",0,99,"PG-13","Action","English","USA",152826,310,253,19000,TRUE,FALSE,TRUE,FALSE,FALSE
"Dark Shadows ","Tim Burton",2012,6.2,"Average",1e+08,79711678,-20288322,-0.20288322,"High",0,113,"PG-13","Comedy","English","USA",199039,526,479,82000,FALSE,FALSE,FALSE,FALSE,FALSE
"Mission: Impossible - Rogue Nation ","Christopher McQuarrie",2015,7.4,"Good",1.5e+08,195000874,45000874,0.300005826666667,"High",1,131,"PG-13","Action","English","China",232187,465,440,47000,TRUE,TRUE,FALSE,FALSE,FALSE
"The Wolfman ","Joe Johnston",2010,5.8,"Average",1.5e+08,61937495,-88062505,-0.587083366666667,"High",0,119,"R","Drama","English","USA",89442,357,432,0,TRUE,FALSE,TRUE,FALSE,FALSE
"Bee Movie ","Steve Hickner",2007,6.2,"Average",1.5e+08,126597121,-23402879,-0.156019193333333,"High",0,91,"PG","Adventure","English","USA",105902,194,206,0,TRUE,FALSE,FALSE,FALSE,FALSE
"Kung Fu Panda 2 ","Jennifer Yuh Nelson",2011,7.3,"Good",1.5e+08,165230261,15230261,0.101535073333333,"High",1,90,"PG","Action","English","USA",182718,284,209,20000,TRUE,TRUE,FALSE,FALSE,FALSE
"The Last Airbender ","M. Night Shyamalan",2010,4.2,"Poor",1.5e+08,131564731,-18435269,-0.122901793333333,"High",0,103,"PG","Action","English","USA",118951,280,1382,18000,TRUE,FALSE,FALSE,FALSE,FALSE
"Mission: Impossible III ","J.J. Abrams",2006,6.9,"Good",1.5e+08,133382309,-16617691,-0.110784606666667,"High",0,124,"PG-13","Action","English","USA",256695,310,871,0,TRUE,FALSE,FALSE,FALSE,FALSE
"White House Down ","Roland Emmerich",2013,6.4,"Average",1.5e+08,73103784,-76896216,-0.51264144,"High",0,131,"PG-13","Action","English","USA",164238,339,434,33000,TRUE,FALSE,TRUE,FALSE,FALSE
"Mars Needs Moms ","Simon Wells",2011,5.4,"Poor",1.5e+08,21379315,-128620685,-0.857471233333333,"High",0,88,"PG","Action","English","USA",17590,132,112,0,TRUE,FALSE,TRUE,FALSE,FALSE
"Flushed Away ","David Bowers",2006,6.7,"Good",1.49e+08,64459316,-84540684,-0.567387140939597,"High",0,85,"PG","Adventure","English","UK",85086,135,122,0,TRUE,FALSE,TRUE,FALSE,FALSE
"Pan ","Joe Wright",2015,5.8,"Average",1.5e+08,34964818,-115035182,-0.766901213333333,"High",0,111,"PG","Adventure","English","USA",39956,256,186,24000,TRUE,FALSE,TRUE,FALSE,FALSE
"Mr. Peabody & Sherman ","Rob Minkoff",2014,6.9,"Good",1.45e+08,111505642,-33494358,-0.230995572413793,"High",0,92,"PG","Adventure","English","USA",47900,196,130,11000,TRUE,FALSE,FALSE,FALSE,FALSE
"Troy ","Wolfgang Petersen",2004,7.2,"Good",1.75e+08,133228348,-41771652,-0.238695154285714,"High",0,196,"R","Adventure","English","USA",381672,220,1694,0,TRUE,FALSE,FALSE,FALSE,FALSE
"Madagascar 3: Europe's Most Wanted ","Eric Darnell",2012,6.9,"Good",1.45e+08,216366733,71366733,0.492184365517241,"High",1,93,"PG","Adventure","English","USA",119213,211,154,17000,TRUE,TRUE,FALSE,FALSE,FALSE
"Die Another Day ","Lee Tamahori",2002,6.1,"Average",1.42e+08,160201106,18201106,0.128176802816901,"High",1,133,"PG-13","Action","English","UK",169914,264,1185,0,TRUE,TRUE,FALSE,FALSE,FALSE
"Ghostbusters ","Paul Feig",2016,5.5,"Average",1.44e+08,118099659,-25900341,-0.179863479166667,"High",0,116,"PG-13","Action","English","USA",69757,464,1211,62000,TRUE,FALSE,FALSE,FALSE,FALSE
"Armageddon ","Michael Bay",1998,6.6,"Good",1.4e+08,201573391,61573391,0.439809935714286,"High",1,153,"PG-13","Action","English","USA",322395,167,1171,11000,TRUE,TRUE,FALSE,FALSE,FALSE
"Men in Black II ","Barry Sonnenfeld",2002,6.1,"Average",1.4e+08,190418803,50418803,0.360134307142857,"High",1,88,"PG-13","Action","English","USA",270207,208,606,2000,TRUE,TRUE,FALSE,FALSE,FALSE
"Beowulf ","Robert Zemeckis",2007,6.3,"Average",1.5e+08,82161969,-67838031,-0.45225354,"High",0,115,"PG-13","Action","English","USA",142440,287,505,3000,TRUE,FALSE,TRUE,FALSE,FALSE
"Kung Fu Panda 3 ","Alessandro Carloni",2016,7.2,"Good",1.45e+08,143523463,-1476537,-0.0101830137931034,"High",0,95,"PG","Action","English","USA",64322,210,145,24000,TRUE,FALSE,FALSE,FALSE,FALSE
"Mission: Impossible - Ghost Protocol ","Brad Bird",2011,7.4,"Good",1.45e+08,209364921,64364921,0.443896006896552,"High",1,133,"PG-13","Action","English","USA",365104,432,512,35000,TRUE,TRUE,FALSE,FALSE,FALSE
"Rise of the Guardians ","Peter Ramsey",2012,7.3,"Good",1.45e+08,103400692,-41599308,-0.286891779310345,"High",0,97,"PG","Adventure","English","USA",123553,256,174,25000,TRUE,FALSE,FALSE,FALSE,FALSE
"Fun with Dick and Jane ","Dean Parisot",2005,6.1,"Average",1e+08,110332737,10332737,0.10332737,"High",1,90,"PG-13","Comedy","English","USA",110788,135,258,2000,FALSE,FALSE,FALSE,FALSE,FALSE
"The Last Samurai ","Edward Zwick",2003,7.7,"Excellent",1.4e+08,111110575,-28889425,-0.206353035714286,"High",0,154,"R","Action","English","USA",317166,190,928,0,TRUE,FALSE,FALSE,FALSE,FALSE
"Exodus: Gods and Kings ","Ridley Scott",2014,6.1,"Average",1.4e+08,65007045,-74992955,-0.535663964285714,"High",0,150,"PG-13","Action","English","UK",128682,314,657,51000,TRUE,FALSE,TRUE,FALSE,FALSE
"Star Trek ","J.J. Abrams",2009,8,"Excellent",1.5e+08,257704099,107704099,0.718027326666667,"High",1,127,"PG-13","Action","English","USA",504419,518,1559,19000,TRUE,TRUE,TRUE,FALSE,FALSE
"Spider-Man ","Sam Raimi",2002,7.3,"Good",1.39e+08,403706375,264706375,1.90436241007194,"High",1,121,"PG-13","Action","English","USA",544665,291,2012,5000,TRUE,TRUE,TRUE,FALSE,FALSE
"How to Train Your Dragon 2 ","Dean DeBlois",2014,7.9,"Excellent",1.45e+08,176997107,31997107,0.220669703448276,"High",1,102,"PG","Action","English","USA",221128,292,343,46000,TRUE,TRUE,FALSE,FALSE,FALSE
"Gods of Egypt ","Alex Proyas",2016,5.5,"Average",1.4e+08,31141074,-108858926,-0.777563757142857,"High",0,126,"PG-13","Action","English","USA",51892,184,273,24000,TRUE,FALSE,TRUE,FALSE,FALSE
"Stealth ","Rob Cohen",2005,5,"Poor",1.35e+08,31704416,-103295584,-0.765152474074074,"High",0,121,"PG-13","Action","English","USA",45455,145,388,0,TRUE,FALSE,TRUE,FALSE,FALSE
"Watchmen ","Zack Snyder",2009,7.7,"Excellent",1.3e+08,107503316,-22496684,-0.173051415384615,"High",0,215,"R","Action","English","USA",392474,451,1229,18000,TRUE,FALSE,FALSE,FALSE,FALSE
"Lethal Weapon 4 ","Richard Donner",1998,6.6,"Good",1.4e+08,129734803,-10265197,-0.0733228357142857,"High",0,127,"R","Action","English","USA",127497,141,287,0,TRUE,FALSE,FALSE,FALSE,FALSE
"Hulk ","Ang Lee",2003,5.7,"Average",1.37e+08,132122995,-4877005,-0.0355985766423358,"High",0,138,"PG-13","Action","English","USA",212106,267,1445,0,TRUE,FALSE,FALSE,FALSE,FALSE
"G.I. Joe: Retaliation ","Jon M. Chu",2013,5.8,"Average",1.3e+08,122512052,-7487948,-0.0575996,"High",0,122,"PG-13","Action","English","USA",146352,351,288,42000,TRUE,FALSE,FALSE,FALSE,FALSE
"Sahara ","Breck Eisner",2005,6,"Average",1.3e+08,68642452,-61357548,-0.471981138461538,"High",0,124,"PG-13","Action","English","UK",77673,163,463,0,TRUE,FALSE,FALSE,FALSE,FALSE
"Final Fantasy: The Spirits Within ","Hironobu Sakaguchi",2001,6.4,"Average",1.37e+08,32131830,-104868170,-0.765461094890511,"High",0,106,"PG-13","Action","English","USA",72259,166,788,0,TRUE,FALSE,TRUE,FALSE,FALSE
"Captain America: The First Avenger ","Joe Johnston",2011,6.9,"Good",1.4e+08,176636816,36636816,0.261691542857143,"High",1,124,"PG-13","Action","English","USA",508818,510,679,46000,TRUE,TRUE,FALSE,FALSE,FALSE
"The World Is Not Enough ","Michael Apted",1999,6.4,"Average",1.35e+08,126930660,-8069340,-0.0597728888888889,"High",0,128,"PG-13","Action","English","UK",157519,197,683,2000,TRUE,FALSE,FALSE,FALSE,FALSE
"Master and Commander: The Far Side of the World ","Peter Weir",2003,7.4,"Good",1.5e+08,93926386,-56073614,-0.373824093333333,"High",0,138,"PG-13","Action","English","USA",168207,244,684,0,TRUE,FALSE,FALSE,FALSE,FALSE
"The Twilight Saga: Breaking Dawn - Part 2 ","Bill Condon",2012,5.5,"Average",1.2e+08,292298923,172298923,1.43582435833333,"High",1,115,"PG-13","Adventure","English","USA",185394,322,329,65000,TRUE,TRUE,TRUE,FALSE,FALSE
"Happy Feet 2 ","George Miller",2011,5.9,"Average",1.35e+08,63992328,-71007672,-0.525982755555556,"High",0,100,"PG","Animation","English","Australia",32399,156,79,0,TRUE,FALSE,TRUE,FALSE,FALSE
"The Incredible Hulk ","Louis Leterrier",2008,6.8,"Good",1.5e+08,134518390,-15481610,-0.103210733333333,"High",0,135,"PG-13","Action","English","USA",326286,354,643,0,TRUE,FALSE,FALSE,FALSE,FALSE
"The BFG ","Steven Spielberg",2016,6.8,"Good",1.4e+08,52792307,-87207693,-0.622912092857143,"High",0,117,"PG","Adventure","English","UK",12572,252,106,27000,TRUE,FALSE,TRUE,FALSE,FALSE
"The Revenant ","Alejandro G. Iñárritu",2015,8.1,"Excellent",1.35e+08,183635922,48635922,0.360266088888889,"High",1,156,"R","Adventure","English","USA",406020,556,1188,190000,TRUE,TRUE,FALSE,FALSE,FALSE
"Turbo ","David Soren",2013,6.5,"Good",1.35e+08,83024900,-51975100,-0.385000740740741,"High",0,96,"PG","Adventure","English","USA",62424,166,90,13000,TRUE,FALSE,FALSE,FALSE,FALSE
"Rango ","Gore Verbinski",2011,7.2,"Good",1.35e+08,123207194,-11792806,-0.0873541185185185,"High",0,107,"PG","Adventure","English","USA",183208,362,337,26000,TRUE,FALSE,FALSE,FALSE,FALSE
"Penguins of Madagascar ","Eric Darnell",2014,6.7,"Good",1.32e+08,83348920,-48651080,-0.368568787878788,"High",0,92,"PG","Adventure","English","USA",60230,153,118,11000,TRUE,FALSE,FALSE,FALSE,FALSE
"The Bourne Ultimatum ","Paul Greengrass",2007,8.1,"Excellent",1.1e+08,227137090,117137090,1.06488263636364,"High",1,115,"PG-13","Action","English","USA",491077,329,820,0,FALSE,TRUE,TRUE,FALSE,FALSE
"Kung Fu Panda ","Mark Osborne",2008,7.6,"Excellent",1.3e+08,215395021,85395021,0.656884776923077,"High",1,92,"PG","Action","English","USA",307029,266,360,6000,TRUE,TRUE,TRUE,FALSE,FALSE
"Ant-Man ","Peyton Reed",2015,7.4,"Good",1.3e+08,180191634,50191634,0.386089492307692,"High",1,117,"PG-13","Action","English","USA",313866,517,549,61000,TRUE,TRUE,FALSE,FALSE,FALSE
"The Hunger Games: Catching Fire ","Francis Lawrence",2013,7.6,"Excellent",1.3e+08,424645577,294645577,2.26650443846154,"High",1,146,"PG-13","Adventure","English","USA",498397,502,706,82000,TRUE,TRUE,TRUE,FALSE,FALSE
"Home ","Tim Johnson",2015,6.7,"Good",1.35e+08,177343675,42343675,0.313656851851852,"High",1,94,"PG","Adventure","English","USA",70121,165,214,26000,TRUE,TRUE,FALSE,FALSE,FALSE
"War of the Worlds ","Steven Spielberg",2005,6.5,"Good",1.32e+08,234277056,102277056,0.774826181818182,"High",1,116,"PG-13","Adventure","English","USA",334345,401,2741,0,TRUE,TRUE,TRUE,FALSE,FALSE
"Bad Boys II ","Michael Bay",2003,6.6,"Good",1.3e+08,138396624,8396624,0.0645894153846154,"High",1,147,"R","Action","English","USA",178126,94,511,0,TRUE,FALSE,FALSE,FALSE,FALSE
"Puss in Boots ","Chris Miller",2011,6.7,"Good",1.3e+08,149234747,19234747,0.147959592307692,"High",1,90,"PG","Action","English","USA",114287,246,137,16000,TRUE,FALSE,FALSE,FALSE,FALSE
"Salt ","Phillip Noyce",2010,6.4,"Average",1.1e+08,118311368,8311368,0.0755578909090909,"High",1,101,"PG-13","Action","English","USA",245621,330,514,23000,FALSE,FALSE,FALSE,FALSE,FALSE
"Noah ","Darren Aronofsky",2014,5.8,"Average",1.25e+08,101160529,-23839471,-0.190715768,"High",0,138,"PG-13","Action","English","USA",200022,434,1240,71000,TRUE,FALSE,FALSE,FALSE,FALSE
"The Adventures of Tintin ","Steven Spielberg",2011,7.4,"Good",1.35e+08,77564037,-57435963,-0.425451577777778,"High",0,107,"PG","Action","English","USA",177383,440,447,44000,TRUE,FALSE,FALSE,FALSE,FALSE
"Harry Potter and the Prisoner of Azkaban ","Alfonso Cuarón",2004,7.8,"Excellent",1.3e+08,249358727,119358727,0.918144053846154,"High",1,142,"PG","Adventure","English","UK",382255,274,1504,11000,TRUE,TRUE,TRUE,FALSE,FALSE
"Australia ","Baz Luhrmann",2008,6.6,"Good",1.3e+08,49551662,-80448338,-0.618833369230769,"High",0,165,"PG-13","Adventure","English","Australia",102338,245,450,0,TRUE,FALSE,TRUE,FALSE,FALSE
"After Earth ","M. Night Shyamalan",2013,4.9,"Poor",1.3e+08,60522097,-69477903,-0.534445407692308,"High",0,100,"PG-13","Action","English","USA",158720,349,744,37000,TRUE,FALSE,TRUE,FALSE,FALSE
"Dinosaur ","Eric Leighton",2000,6.5,"Good",127500000,137748063,10248063,0.0803769647058823,"High",1,82,"PG","Adventure","English","USA",38438,145,241,0,TRUE,FALSE,FALSE,FALSE,FALSE
"Night at the Museum: Secret of the Tomb ","Shawn Levy",2014,6.2,"Average",1.27e+08,113733726,-13266274,-0.104458850393701,"High",0,98,"PG","Adventure","English","USA",67223,154,126,11000,TRUE,FALSE,FALSE,FALSE,FALSE
"Megamind ","Tom McGrath",2010,7.3,"Good",1.3e+08,148337537,18337537,0.141057976923077,"High",1,95,"PG","Action","English","USA",172754,233,187,13000,TRUE,FALSE,FALSE,FALSE,FALSE
"Harry Potter and the Sorcerer's Stone ","Chris Columbus",2001,7.5,"Excellent",1.25e+08,317557891,192557891,1.540463128,"High",1,159,"PG","Adventure","English","UK",444683,258,1571,16000,TRUE,TRUE,TRUE,FALSE,FALSE
"R.I.P.D. ","Robert Schwentke",2013,5.6,"Average",1.3e+08,33592415,-96407585,-0.741596807692308,"High",0,96,"PG-13","Action","English","USA",91640,208,210,20000,TRUE,FALSE,TRUE,FALSE,FALSE
"Pirates of the Caribbean: The Curse of the Black Pearl ","Gore Verbinski",2003,8.1,"Excellent",1.4e+08,305388685,165388685,1.18134775,"High",1,143,"PG-13","Action","English","USA",809474,271,2113,10000,TRUE,TRUE,TRUE,FALSE,FALSE
"The Hunger Games: Mockingjay - Part 1 ","Francis Lawrence",2014,6.7,"Good",1.25e+08,337103873,212103873,1.696830984,"High",1,123,"PG-13","Adventure","English","USA",305008,403,591,52000,TRUE,TRUE,TRUE,FALSE,FALSE
"The Da Vinci Code ","Ron Howard",2006,6.6,"Good",1.25e+08,217536138,92536138,0.740289104,"High",1,174,"PG-13","Mystery","English","USA",314253,294,1966,0,TRUE,TRUE,TRUE,FALSE,FALSE
"Rio 2 ","Carlos Saldanha",2014,6.4,"Average",1.03e+08,131536019,28536019,0.27704872815534,"High",1,101,"G","Adventure","English","USA",58498,159,99,0,FALSE,FALSE,FALSE,FALSE,FALSE
"X-Men 2 ","Bryan Singer",2003,7.5,"Excellent",1.1e+08,214948780,104948780,0.954079818181818,"High",1,134,"PG-13","Action","English","Canada",405973,289,1055,0,FALSE,TRUE,TRUE,FALSE,FALSE
"Fast Five ","Justin Lin",2011,7.3,"Good",1.25e+08,209805005,84805005,0.67844004,"High",1,132,"PG-13","Action","English","USA",284792,342,366,54000,TRUE,TRUE,TRUE,FALSE,FALSE
"Sherlock Holmes: A Game of Shadows ","Guy Ritchie",2011,7.5,"Excellent",1.25e+08,186830669,61830669,0.494645352,"High",1,129,"PG-13","Action","English","USA",338635,382,412,39000,TRUE,TRUE,FALSE,FALSE,FALSE
"Clash of the Titans ","Louis Leterrier",2010,5.8,"Average",1.25e+08,163192114,38192114,0.305536912,"High",1,106,"PG-13","Action","English","USA",229679,344,637,15000,TRUE,TRUE,FALSE,FALSE,FALSE
"Total Recall ","Paul Verhoeven",1990,7.5,"Excellent",6.5e+07,119412921,54412921,0.837121861538462,"High",1,113,"R","Action","English","USA",240241,196,391,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The 13th Warrior ","John McTiernan",1999,6.6,"Good",8.5e+07,32694788,-52305212,-0.615355435294118,"High",0,102,"R","Action","English","USA",101411,85,546,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Bourne Legacy ","Tony Gilroy",2012,6.7,"Good",1.25e+08,113165635,-11834365,-0.09467492,"High",0,135,"PG-13","Action","English","USA",229823,436,504,31000,TRUE,FALSE,FALSE,FALSE,FALSE
"Batman & Robin ","Joel Schumacher",1997,3.7,"Poor",1.25e+08,107285004,-17714996,-0.141719968,"High",0,125,"PG-13","Action","English","USA",189855,183,1018,0,TRUE,FALSE,FALSE,FALSE,TRUE
"How the Grinch Stole Christmas ","Ron Howard",2000,6,"Average",1.23e+08,260031035,137031035,1.11407345528455,"High",1,110,"PG","Comedy","English","USA",141414,175,482,0,TRUE,TRUE,TRUE,FALSE,FALSE
"The Day After Tomorrow ","Roland Emmerich",2004,6.4,"Average",1.25e+08,186739919,61739919,0.493919352,"High",1,124,"PG-13","Action","English","USA",333248,239,1159,19000,TRUE,TRUE,FALSE,FALSE,FALSE
"Mission: Impossible II ","John Woo",2000,6.1,"Average",1.25e+08,215397307,90397307,0.723178456,"High",1,123,"PG-13","Action","English","USA",242188,237,1426,0,TRUE,TRUE,TRUE,FALSE,FALSE
"The Perfect Storm ","Wolfgang Petersen",2000,6.4,"Average",1.4e+08,182618434,42618434,0.304417385714286,"High",1,130,"PG-13","Action","English","USA",133076,231,779,0,TRUE,TRUE,FALSE,FALSE,FALSE
"Fantastic 4: Rise of the Silver Surfer ","Tim Story",2007,5.6,"Average",1.3e+08,131920333,1920333,0.0147717923076923,"High",1,92,"PG","Action","English","USA",213275,262,436,0,TRUE,FALSE,FALSE,FALSE,FALSE
"Life of Pi ","Ang Lee",2012,8,"Excellent",1.2e+08,124976634,4976634,0.04147195,"High",1,127,"PG","Adventure","English","USA",440084,552,755,122000,TRUE,FALSE,FALSE,FALSE,FALSE
"Ghost Rider ","Mark Steven Johnson",2007,5.2,"Poor",1.1e+08,115802596,5802596,0.0527508727272727,"High",1,123,"PG-13","Action","English","USA",182661,276,681,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Jason Bourne ","Paul Greengrass",2016,7.1,"Good",1.2e+08,108521835,-11478165,-0.095651375,"High",0,123,"PG-13","Action","English","UK",40123,267,297,31000,TRUE,FALSE,FALSE,FALSE,FALSE
"Charlie's Angels: Full Throttle ","McG",2003,4.8,"Poor",1.2e+08,100685880,-19314120,-0.160951,"High",0,107,"PG-13","Action","English","USA",100821,102,554,0,TRUE,FALSE,FALSE,FALSE,FALSE
"Prometheus ","Ridley Scott",2012,7,"Good",1.3e+08,126464904,-3535096,-0.0271930461538462,"High",0,124,"R","Adventure","English","USA",456260,775,2326,97000,TRUE,FALSE,FALSE,FALSE,FALSE
"Stuart Little 2 ","Rob Minkoff",2002,5.4,"Poor",1.2e+08,64736114,-55263886,-0.460532383333333,"High",0,77,"PG","Adventure","English","USA",36471,71,69,459,TRUE,FALSE,FALSE,FALSE,FALSE
"Elysium ","Neill Blomkamp",2013,6.6,"Good",1.15e+08,93050117,-21949883,-0.190868547826087,"High",0,109,"R","Action","English","USA",338087,476,814,61000,TRUE,FALSE,FALSE,FALSE,FALSE
"The Chronicles of Riddick ","David Twohy",2004,6.7,"Good",1.05e+08,57637485,-47362515,-0.451071571428571,"High",0,134,"PG-13","Action","English","USA",183909,207,666,0,FALSE,FALSE,FALSE,FALSE,FALSE
"RoboCop ","José Padilha",2014,6.2,"Average",1e+08,58607007,-41392993,-0.41392993,"High",0,117,"PG-13","Action","English","USA",182899,492,630,60000,FALSE,FALSE,FALSE,FALSE,FALSE
"Speed Racer ","Lana Wachowski",2008,6.1,"Average",1.2e+08,43929341,-76070659,-0.633922158333333,"High",0,135,"PG","Action","English","USA",57873,284,414,0,TRUE,FALSE,TRUE,FALSE,FALSE
"How Do You Know ","James L. Brooks",2010,5.3,"Poor",1.2e+08,30212620,-89787380,-0.748228166666667,"High",0,121,"PG-13","Comedy","English","USA",35066,168,196,0,TRUE,FALSE,TRUE,FALSE,FALSE
"Knight and Day ","James Mangold",2010,6.3,"Average",1.17e+08,76418654,-40581346,-0.346849111111111,"High",0,117,"PG-13","Action","English","USA",148280,283,348,11000,TRUE,FALSE,FALSE,FALSE,FALSE
"Oblivion ","Joseph Kosinski",2013,7,"Good",1.2e+08,89021735,-30978265,-0.258152208333333,"High",0,124,"PG-13","Action","English","USA",387436,539,892,71000,TRUE,FALSE,FALSE,FALSE,FALSE
"Star Wars: Episode III - Revenge of the Sith ","George Lucas",2005,7.6,"Excellent",1.13e+08,380262555,267262555,2.3651553539823,"High",1,140,"PG-13","Action","English","USA",520104,359,3286,10000,TRUE,TRUE,TRUE,FALSE,FALSE
"Star Wars: Episode II - Attack of the Clones ","George Lucas",2002,6.7,"Good",1.15e+08,310675583,195675583,1.70152680869565,"High",1,142,"PG","Action","English","USA",464310,284,3516,0,TRUE,TRUE,TRUE,FALSE,FALSE
"Monsters, Inc. ","Pete Docter",2001,8.1,"Excellent",1.15e+08,289907418,174907418,1.52093406956522,"High",1,92,"G","Adventure","English","USA",585659,250,593,0,TRUE,TRUE,TRUE,FALSE,FALSE
